In archive gamma, Unit-0000 must take route north loop, has quota 10, uses permission read, opens window 2, and if rain occurs then the required action is delay. Query answer: Unit-0000 route=north loop; quota=10; permission=read; window=2; cause=rain; action=delay.
In archive gamma, Unit-0405 must take route north loop, has quota 45, uses permission read, opens window 11, and if rain occurs then the required action is delay. Query answer: Unit-0405 route=north loop; quota=45; permission=read; window=11; cause=rain; action=delay.
In archive gamma, Unit-0406 must take route east ridge, has quota 52, uses permission survey, opens window 16, and if heat occurs then the required action is anchor. Query answer: Unit-0406 route=east ridge; quota=52; permission=survey; window=16; cause=heat; action=anchor.
In archive gamma, Unit-0407 must take route amber ferry, has quota 59, uses permission signal, opens window 3, and if static occurs then the required action is cooldown. Query answer: Unit-0407 route=amber ferry; quota=59; permission=signal; window=3; cause=static; action=cooldown.
In archive gamma, Unit-0408 must take route delta canal, has quota 66, uses permission dock, opens window 8, and if wind occurs then the required action is inspect. Query answer: Unit-0408 route=delta canal; quota=66; permission=dock; window=8; cause=wind; action=inspect.
In archive gamma, Unit-0409 must take route silver spur, has quota 73, uses permission export, opens window 13, and if fog occurs then the required action is reroute. Query answer: Unit-0409 route=silver spur; quota=73; permission=export; window=13; cause=fog; action=reroute.
In archive gamma, Unit-0410 must take route north loop, has quota 80, uses permission read, opens window 18, and if rain occurs then the required action is delay. Query answer: Unit-0410 route=north loop; quota=80; permission=read; window=18; cause=rain; action=delay.
In archive gamma, Unit-0411 must take route east ridge, has quota 87, uses permission survey, opens window 5, and if heat occurs then the required action is anchor. Query answer: Unit-0411 route=east ridge; quota=87; permission=survey; window=5; cause=heat; action=anchor.
In archive gamma, Unit-0412 must take route amber ferry, has quota 14, uses permission signal, opens window 10, and if static occurs then the required action is cooldown. Query answer: Unit-0412 route=amber ferry; quota=14; permission=signal; window=10; cause=static; action=cooldown.
In archive gamma, Unit-0413 must take route delta canal, has quota 21, uses permission dock, opens window 15, and if wind occurs then the required action is inspect. Query answer: Unit-0413 route=delta canal; quota=21; permission=dock; window=15; cause=wind; action=inspect.
In archive gamma, Unit-0414 must take route silver spur, has quota 28, uses permission export, opens window 2, and if fog occurs then the required action is reroute. Query answer: Unit-0414 route=silver spur; quota=28; permission=export; window=2; cause=fog; action=reroute.
In archive gamma, Unit-0415 must take route north loop, has quota 35, uses permission read, opens window 7, and if rain occurs then the required action is delay. Query answer: Unit-0415 route=north loop; quota=35; permission=read; window=7; cause=rain; action=delay.
In archive gamma, Unit-0416 must take route east ridge, has quota 42, uses permission survey, opens window 12, and if heat occurs then the required action is anchor. Query answer: Unit-0416 route=east ridge; quota=42; permission=survey; window=12; cause=heat; action=anchor.
In archive gamma, Unit-0417 must take route amber ferry, has quota 49, uses permission signal, opens window 17, and if static occurs then the required action is cooldown. Query answer: Unit-0417 route=amber ferry; quota=49; permission=signal; window=17; cause=static; action=cooldown.
In archive gamma, Unit-0418 must take route delta canal, has quota 56, uses permission dock, opens window 4, and if wind occurs then the required action is inspect. Query answer: Unit-0418 route=delta canal; quota=56; permission=dock; window=4; cause=wind; action=inspect.
In archive gamma, Unit-0419 must take route silver spur, has quota 63, uses permission export, opens window 9, and if fog occurs then the required action is reroute. Query answer: Unit-0419 route=silver spur; quota=63; permission=export; window=9; cause=fog; action=reroute.
In archive gamma, Unit-0420 must take route north loop, has quota 70, uses permission read, opens window 14, and if rain occurs then the required action is delay. Query answer: Unit-0420 route=north loop; quota=70; permission=read; window=14; cause=rain; action=delay.
In archive gamma, Unit-0421 must take route east ridge, has quota 77, uses permission survey, opens window 19, and if heat occurs then the required action is anchor. Query answer: Unit-0421 route=east ridge; quota=77; permission=survey; window=19; cause=heat; action=anchor.
In archive gamma, Unit-0422 must take route amber ferry, has quota 84, uses permission signal, opens window 6, and if static occurs then the required action is cooldown. Query answer: Unit-0422 route=amber ferry; quota=84; permission=signal; window=6; cause=static; action=cooldown.
In archive gamma, Unit-0423 must take route delta canal, has quota 11, uses permission dock, opens window 11, and if wind occurs then the required action is inspect. Query answer: Unit-0423 route=delta canal; quota=11; permission=dock; window=11; cause=wind; action=inspect.
In archive gamma, Unit-0424 must take route silver spur, has quota 18, uses permission export, opens window 16, and if fog occurs then the required action is reroute. Query answer: Unit-0424 route=silver spur; quota=18; permission=export; window=16; cause=fog; action=reroute.
In archive gamma, Unit-0425 must take route north loop, has quota 25, uses permission read, opens window 3, and if rain occurs then the required action is delay. Query answer: Unit-0425 route=north loop; quota=25; permission=read; window=3; cause=rain; action=delay.
In archive gamma, Unit-0426 must take route east ridge, has quota 32, uses permission survey, opens window 8, and if heat occurs then the required action is anchor. Query answer: Unit-0426 route=east ridge; quota=32; permission=survey; window=8; cause=heat; action=anchor.
In archive gamma, Unit-0427 must take route amber ferry, has quota 39, uses permission signal, opens window 13, and if static occurs then the required action is cooldown. Query answer: Unit-0427 route=amber ferry; quota=39; permission=signal; window=13; cause=static; action=cooldown.
In archive gamma, Unit-0428 must take route delta canal, has quota 46, uses permission dock, opens window 18, and if wind occurs then the required action is inspect. Query answer: Unit-0428 route=delta canal; quota=46; permission=dock; window=18; cause=wind; action=inspect.
In archive gamma, Unit-0429 must take route silver spur, has quota 53, uses permission export, opens window 5, and if fog occurs then the required action is reroute. Query answer: Unit-0429 route=silver spur; quota=53; permission=export; window=5; cause=fog; action=reroute.
In archive gamma, Unit-0430 must take route north loop, has quota 60, uses permission read, opens window 10, and if rain occurs then the required action is delay. Query answer: Unit-0430 route=north loop; quota=60; permission=read; window=10; cause=rain; action=delay.
In archive gamma, Unit-0431 must take route east ridge, has quota 67, uses permission survey, opens window 15, and if heat occurs then the required action is anchor. Query answer: Unit-0431 route=east ridge; quota=67; permission=survey; window=15; cause=heat; action=anchor.
In archive gamma, Unit-0432 must take route amber ferry, has quota 74, uses permission signal, opens window 2, and if static occurs then the required action is cooldown. Query answer: Unit-0432 route=amber ferry; quota=74; permission=signal; window=2; cause=static; action=cooldown.
In archive gamma, Unit-0433 must take route delta canal, has quota 81, uses permission dock, opens window 7, and if wind occurs then the required action is inspect. Query answer: Unit-0433 route=delta canal; quota=81; permission=dock; window=7; cause=wind; action=inspect.
In archive gamma, Unit-0434 must take route silver spur, has quota 88, uses permission export, opens window 12, and if fog occurs then the required action is reroute. Query answer: Unit-0434 route=silver spur; quota=88; permission=export; window=12; cause=fog; action=reroute.
In archive gamma, Unit-0435 must take route north loop, has quota 15, uses permission read, opens window 17, and if rain occurs then the required action is delay. Query answer: Unit-0435 route=north loop; quota=15; permission=read; window=17; cause=rain; action=delay.
In archive gamma, Unit-0436 must take route east ridge, has quota 22, uses permission survey, opens window 4, and if heat occurs then the required action is anchor. Query answer: Unit-0436 route=east ridge; quota=22; permission=survey; window=4; cause=heat; action=anchor.
In archive gamma, Unit-0437 must take route amber ferry, has quota 29, uses permission signal, opens window 9, and if static occurs then the required action is cooldown. Query answer: Unit-0437 route=amber ferry; quota=29; permission=signal; window=9; cause=static; action=cooldown.
In archive gamma, Unit-0438 must take route delta canal, has quota 36, uses permission dock, opens window 14, and if wind occurs then the required action is inspect. Query answer: Unit-0438 route=delta canal; quota=36; permission=dock; window=14; cause=wind; action=inspect.
In archive gamma, Unit-0439 must take route silver spur, has quota 43, uses permission export, opens window 19, and if fog occurs then the required action is reroute. Query answer: Unit-0439 route=silver spur; quota=43; permission=export; window=19; cause=fog; action=reroute.
In archive gamma, Unit-0440 must take route north loop, has quota 50, uses permission read, opens window 6, and if rain occurs then the required action is delay. Query answer: Unit-0440 route=north loop; quota=50; permission=read; window=6; cause=rain; action=delay.
In archive gamma, Unit-0441 must take route east ridge, has quota 57, uses permission survey, opens window 11, and if heat occurs then the required action is anchor. Query answer: Unit-0441 route=east ridge; quota=57; permission=survey; window=11; cause=heat; action=anchor.
In archive gamma, Unit-0442 must take route amber ferry, has quota 64, uses permission signal, opens window 16, and if static occurs then the required action is cooldown. Query answer: Unit-0442 route=amber ferry; quota=64; permission=signal; window=16; cause=static; action=cooldown.
In archive gamma, Unit-0443 must take route delta canal, has quota 71, uses permission dock, opens window 3, and if wind occurs then the required action is inspect. Query answer: Unit-0443 route=delta canal; quota=71; permission=dock; window=3; cause=wind; action=inspect.
In archive gamma, Unit-0444 must take route silver spur, has quota 78, uses permission export, opens window 8, and if fog occurs then the required action is reroute. Query answer: Unit-0444 route=silver spur; quota=78; permission=export; window=8; cause=fog; action=reroute.
In archive gamma, Unit-0445 must take route north loop, has quota 85, uses permission read, opens window 13, and if rain occurs then the required action is delay. Query answer: Unit-0445 route=north loop; quota=85; permission=read; window=13; cause=rain; action=delay.
In archive gamma, Unit-0446 must take route east ridge, has quota 12, uses permission survey, opens window 18, and if heat occurs then the required action is anchor. Query answer: Unit-0446 route=east ridge; quota=12; permission=survey; window=18; cause=heat; action=anchor.
In archive gamma, Unit-0447 must take route amber ferry, has quota 19, uses permission signal, opens window 5, and if static occurs then the required action is cooldown. Query answer: Unit-0447 route=amber ferry; quota=19; permission=signal; window=5; cause=static; action=cooldown.
In archive gamma, Unit-0448 must take route delta canal, has quota 26, uses permission dock, opens window 10, and if wind occurs then the required action is inspect. Query answer: Unit-0448 route=delta canal; quota=26; permission=dock; window=10; cause=wind; action=inspect.
In archive gamma, Unit-0449 must take route silver spur, has quota 33, uses permission export, opens window 15, and if fog occurs then the required action is reroute. Query answer: Unit-0449 route=silver spur; quota=33; permission=export; window=15; cause=fog; action=reroute.
In archive gamma, Unit-0450 must take route north loop, has quota 40, uses permission read, opens window 2, and if rain occurs then the required action is delay. Query answer: Unit-0450 route=north loop; quota=40; permission=read; window=2; cause=rain; action=delay.
In archive gamma, Unit-0451 must take route east ridge, has quota 47, uses permission survey, opens window 7, and if heat occurs then the required action is anchor. Query answer: Unit-0451 route=east ridge; quota=47; permission=survey; window=7; cause=heat; action=anchor.
In archive gamma, Unit-0452 must take route amber ferry, has quota 54, uses permission signal, opens window 12, and if static occurs then the required action is cooldown. Query answer: Unit-0452 route=amber ferry; quota=54; permission=signal; window=12; cause=static; action=cooldown.
In archive gamma, Unit-0453 must take route delta canal, has quota 61, uses permission dock, opens window 17, and if wind occurs then the required action is inspect. Query answer: Unit-0453 route=delta canal; quota=61; permission=dock; window=17; cause=wind; action=inspect.
In archive gamma, Unit-0454 must take route silver spur, has quota 68, uses permission export, opens window 4, and if fog occurs then the required action is reroute. Query answer: Unit-0454 route=silver spur; quota=68; permission=export; window=4; cause=fog; action=reroute.
In archive gamma, Unit-0455 must take route north loop, has quota 75, uses permission read, opens window 9, and if rain occurs then the required action is delay. Query answer: Unit-0455 route=north loop; quota=75; permission=read; window=9; cause=rain; action=delay.
In archive gamma, Unit-0456 must take route east ridge, has quota 82, uses permission survey, opens window 14, and if heat occurs then the required action is anchor. Query answer: Unit-0456 route=east ridge; quota=82; permission=survey; window=14; cause=heat; action=anchor.
In archive gamma, Unit-0457 must take route amber ferry, has quota 89, uses permission signal, opens window 19, and if static occurs then the required action is cooldown. Query answer: Unit-0457 route=amber ferry; quota=89; permission=signal; window=19; cause=static; action=cooldown.
In archive gamma, Unit-0458 must take route delta canal, has quota 16, uses permission dock, opens window 6, and if wind occurs then the required action is inspect. Query answer: Unit-0458 route=delta canal; quota=16; permission=dock; window=6; cause=wind; action=inspect.
In archive gamma, Unit-0459 must take route silver spur, has quota 23, uses permission export, opens window 11, and if fog occurs then the required action is reroute. Query answer: Unit-0459 route=silver spur; quota=23; permission=export; window=11; cause=fog; action=reroute.
In archive gamma, Unit-0460 must take route north loop, has quota 30, uses permission read, opens window 16, and if rain occurs then the required action is delay. Query answer: Unit-0460 route=north loop; quota=30; permission=read; window=16; cause=rain; action=delay.
In archive gamma, Unit-0461 must take route east ridge, has quota 37, uses permission survey, opens window 3, and if heat occurs then the required action is anchor. Query answer: Unit-0461 route=east ridge; quota=37; permission=survey; window=3; cause=heat; action=anchor.
In archive gamma, Unit-0462 must take route amber ferry, has quota 44, uses permission signal, opens window 8, and if static occurs then the required action is cooldown. Query answer: Unit-0462 route=amber ferry; quota=44; permission=signal; window=8; cause=static; action=cooldown.
In archive gamma, Unit-0463 must take route delta canal, has quota 51, uses permission dock, opens window 13, and if wind occurs then the required action is inspect. Query answer: Unit-0463 route=delta canal; quota=51; permission=dock; window=13; cause=wind; action=inspect.
In archive gamma, Unit-0464 must take route silver spur, has quota 58, uses permission export, opens window 18, and if fog occurs then the required action is reroute. Query answer: Unit-0464 route=silver spur; quota=58; permission=export; window=18; cause=fog; action=reroute.
In archive gamma, Unit-0465 must take route north loop, has quota 65, uses permission read, opens window 5, and if rain occurs then the required action is delay. Query answer: Unit-0465 route=north loop; quota=65; permission=read; window=5; cause=rain; action=delay.
In archive gamma, Unit-0466 must take route east ridge, has quota 72, uses permission survey, opens window 10, and if heat occurs then the required action is anchor. Query answer: Unit-0466 route=east ridge; quota=72; permission=survey; window=10; cause=heat; action=anchor.
In archive gamma, Unit-0467 must take route amber ferry, has quota 79, uses permission signal, opens window 15, and if static occurs then the required action is cooldown. Query answer: Unit-0467 route=amber ferry; quota=79; permission=signal; window=15; cause=static; action=cooldown.
In archive gamma, Unit-0468 must take route delta canal, has quota 86, uses permission dock, opens window 2, and if wind occurs then the required action is inspect. Query answer: Unit-0468 route=delta canal; quota=86; permission=dock; window=2; cause=wind; action=inspect.
In archive gamma, Unit-0469 must take route silver spur, has quota 13, uses permission export, opens window 7, and if fog occurs then the required action is reroute. Query answer: Unit-0469 route=silver spur; quota=13; permission=export; window=7; cause=fog; action=reroute.
In archive gamma, Unit-0470 must take route north loop, has quota 20, uses permission read, opens window 12, and if rain occurs then the required action is delay. Query answer: Unit-0470 route=north loop; quota=20; permission=read; window=12; cause=rain; action=delay.
In archive gamma, Unit-0471 must take route east ridge, has quota 27, uses permission survey, opens window 17, and if heat occurs then the required action is anchor. Query answer: Unit-0471 route=east ridge; quota=27; permission=survey; window=17; cause=heat; action=anchor.
In archive gamma, Unit-0472 must take route amber ferry, has quota 34, uses permission signal, opens window 4, and if static occurs then the required action is cooldown. Query answer: Unit-0472 route=amber ferry; quota=34; permission=signal; window=4; cause=static; action=cooldown.
In archive gamma, Unit-0473 must take route delta canal, has quota 41, uses permission dock, opens window 9, and if wind occurs then the required action is inspect. Query answer: Unit-0473 route=delta canal; quota=41; permission=dock; window=9; cause=wind; action=inspect.
In archive gamma, Unit-0474 must take route silver spur, has quota 48, uses permission export, opens window 14, and if fog occurs then the required action is reroute. Query answer: Unit-0474 route=silver spur; quota=48; permission=export; window=14; cause=fog; action=reroute.
In archive gamma, Unit-0475 must take route north loop, has quota 55, uses permission read, opens window 19, and if rain occurs then the required action is delay. Query answer: Unit-0475 route=north loop; quota=55; permission=read; window=19; cause=rain; action=delay.
In archive gamma, Unit-0476 must take route east ridge, has quota 62, uses permission survey, opens window 6, and if heat occurs then the required action is anchor. Query answer: Unit-0476 route=east ridge; quota=62; permission=survey; window=6; cause=heat; action=anchor.
In archive gamma, Unit-0477 must take route amber ferry, has quota 69, uses permission signal, opens window 11, and if static occurs then the required action is cooldown. Query answer: Unit-0477 route=amber ferry; quota=69; permission=signal; window=11; cause=static; action=cooldown.
In archive gamma, Unit-0478 must take route delta canal, has quota 76, uses permission dock, opens window 16, and if wind occurs then the required action is inspect. Query answer: Unit-0478 route=delta canal; quota=76; permission=dock; window=16; cause=wind; action=inspect.
In archive gamma, Unit-0479 must take route silver spur, has quota 83, uses permission export, opens window 3, and if fog occurs then the required action is reroute. Query answer: Unit-0479 route=silver spur; quota=83; permission=export; window=3; cause=fog; action=reroute.
In archive gamma, Unit-0480 must take route north loop, has quota 10, uses permission read, opens window 8, and if rain occurs then the required action is delay. Query answer: Unit-0480 route=north loop; quota=10; permission=read; window=8; cause=rain; action=delay.
In archive gamma, Unit-0481 must take route east ridge, has quota 17, uses permission survey, opens window 13, and if heat occurs then the required action is anchor. Query answer: Unit-0481 route=east ridge; quota=17; permission=survey; window=13; cause=heat; action=anchor.
In archive gamma, Unit-0482 must take route amber ferry, has quota 24, uses permission signal, opens window 18, and if static occurs then the required action is cooldown. Query answer: Unit-0482 route=amber ferry; quota=24; permission=signal; window=18; cause=static; action=cooldown.
In archive gamma, Unit-0483 must take route delta canal, has quota 31, uses permission dock, opens window 5, and if wind occurs then the required action is inspect. Query answer: Unit-0483 route=delta canal; quota=31; permission=dock; window=5; cause=wind; action=inspect.
In archive gamma, Unit-0484 must take route silver spur, has quota 38, uses permission export, opens window 10, and if fog occurs then the required action is reroute. Query answer: Unit-0484 route=silver spur; quota=38; permission=export; window=10; cause=fog; action=reroute.
In archive gamma, Unit-0485 must take route north loop, has quota 45, uses permission read, opens window 15, and if rain occurs then the required action is delay. Query answer: Unit-0485 route=north loop; quota=45; permission=read; window=15; cause=rain; action=delay.
In archive gamma, Unit-0486 must take route east ridge, has quota 52, uses permission survey, opens window 2, and if heat occurs then the required action is anchor. Query answer: Unit-0486 route=east ridge; quota=52; permission=survey; window=2; cause=heat; action=anchor.
In archive gamma, Unit-0487 must take route amber ferry, has quota 59, uses permission signal, opens window 7, and if static occurs then the required action is cooldown. Query answer: Unit-0487 route=amber ferry; quota=59; permission=signal; window=7; cause=static; action=cooldown.
In archive gamma, Unit-0488 must take route delta canal, has quota 66, uses permission dock, opens window 12, and if wind occurs then the required action is inspect. Query answer: Unit-0488 route=delta canal; quota=66; permission=dock; window=12; cause=wind; action=inspect.
In archive gamma, Unit-0489 must take route silver spur, has quota 73, uses permission export, opens window 17, and if fog occurs then the required action is reroute. Query answer: Unit-0489 route=silver spur; quota=73; permission=export; window=17; cause=fog; action=reroute.
In archive gamma, Unit-0490 must take route north loop, has quota 80, uses permission read, opens window 4, and if rain occurs then the required action is delay. Query answer: Unit-0490 route=north loop; quota=80; permission=read; window=4; cause=rain; action=delay.
In archive gamma, Unit-0491 must take route east ridge, has quota 87, uses permission survey, opens window 9, and if heat occurs then the required action is anchor. Query answer: Unit-0491 route=east ridge; quota=87; permission=survey; window=9; cause=heat; action=anchor.
In archive gamma, Unit-0492 must take route amber ferry, has quota 14, uses permission signal, opens window 14, and if static occurs then the required action is cooldown. Query answer: Unit-0492 route=amber ferry; quota=14; permission=signal; window=14; cause=static; action=cooldown.
In archive gamma, Unit-0493 must take route delta canal, has quota 21, uses permission dock, opens window 19, and if wind occurs then the required action is inspect. Query answer: Unit-0493 route=delta canal; quota=21; permission=dock; window=19; cause=wind; action=inspect.
In archive gamma, Unit-0494 must take route silver spur, has quota 28, uses permission export, opens window 6, and if fog occurs then the required action is reroute. Query answer: Unit-0494 route=silver spur; quota=28; permission=export; window=6; cause=fog; action=reroute.
In archive gamma, Unit-0495 must take route north loop, has quota 35, uses permission read, opens window 11, and if rain occurs then the required action is delay. Query answer: Unit-0495 route=north loop; quota=35; permission=read; window=11; cause=rain; action=delay.
In archive gamma, Unit-0496 must take route east ridge, has quota 42, uses permission survey, opens window 16, and if heat occurs then the required action is anchor. Query answer: Unit-0496 route=east ridge; quota=42; permission=survey; window=16; cause=heat; action=anchor.
In archive gamma, Unit-0497 must take route amber ferry, has quota 49, uses permission signal, opens window 3, and if static occurs then the required action is cooldown. Query answer: Unit-0497 route=amber ferry; quota=49; permission=signal; window=3; cause=static; action=cooldown.
In archive gamma, Unit-0498 must take route delta canal, has quota 56, uses permission dock, opens window 8, and if wind occurs then the required action is inspect. Query answer: Unit-0498 route=delta canal; quota=56; permission=dock; window=8; cause=wind; action=inspect.
In archive gamma, Unit-0499 must take route silver spur, has quota 63, uses permission export, opens window 13, and if fog occurs then the required action is reroute. Query answer: Unit-0499 route=silver spur; quota=63; permission=export; window=13; cause=fog; action=reroute.
In archive gamma, Unit-0500 must take route north loop, has quota 70, uses permission read, opens window 18, and if rain occurs then the required action is delay. Query answer: Unit-0500 route=north loop; quota=70; permission=read; window=18; cause=rain; action=delay.
In archive gamma, Unit-0501 must take route east ridge, has quota 77, uses permission survey, opens window 5, and if heat occurs then the required action is anchor. Query answer: Unit-0501 route=east ridge; quota=77; permission=survey; window=5; cause=heat; action=anchor.
In archive gamma, Unit-0502 must take route amber ferry, has quota 84, uses permission signal, opens window 10, and if static occurs then the required action is cooldown. Query answer: Unit-0502 route=amber ferry; quota=84; permission=signal; window=10; cause=static; action=cooldown.
In archive gamma, Unit-0503 must take route delta canal, has quota 11, uses permission dock, opens window 15, and if wind occurs then the required action is inspect. Query answer: Unit-0503 route=delta canal; quota=11; permission=dock; window=15; cause=wind; action=inspect.
In archive gamma, Unit-0504 must take route silver spur, has quota 18, uses permission export, opens window 2, and if fog occurs then the required action is reroute. Query answer: Unit-0504 route=silver spur; quota=18; permission=export; window=2; cause=fog; action=reroute.
In archive gamma, Unit-0505 must take route north loop, has quota 25, uses permission read, opens window 7, and if rain occurs then the required action is delay. Query answer: Unit-0505 route=north loop; quota=25; permission=read; window=7; cause=rain; action=delay.
In archive gamma, Unit-0506 must take route east ridge, has quota 32, uses permission survey, opens window 12, and if heat occurs then the required action is anchor. Query answer: Unit-0506 route=east ridge; quota=32; permission=survey; window=12; cause=heat; action=anchor.
In archive gamma, Unit-0507 must take route amber ferry, has quota 39, uses permission signal, opens window 17, and if static occurs then the required action is cooldown. Query answer: Unit-0507 route=amber ferry; quota=39; permission=signal; window=17; cause=static; action=cooldown.
In archive gamma, Unit-0508 must take route delta canal, has quota 46, uses permission dock, opens window 4, and if wind occurs then the required action is inspect. Query answer: Unit-0508 route=delta canal; quota=46; permission=dock; window=4; cause=wind; action=inspect.
In archive gamma, Unit-0509 must take route silver spur, has quota 53, uses permission export, opens window 9, and if fog occurs then the required action is reroute. Query answer: Unit-0509 route=silver spur; quota=53; permission=export; window=9; cause=fog; action=reroute.
In archive gamma, Unit-0510 must take route north loop, has quota 60, uses permission read, opens window 14, and if rain occurs then the required action is delay. Query answer: Unit-0510 route=north loop; quota=60; permission=read; window=14; cause=rain; action=delay.
In archive gamma, Unit-0511 must take route east ridge, has quota 67, uses permission survey, opens window 19, and if heat occurs then the required action is anchor. Query answer: Unit-0511 route=east ridge; quota=67; permission=survey; window=19; cause=heat; action=anchor.
