In archive delta, Unit-0000 must take route violet ferry, has quota 12, uses permission mine, opens window 4, and if clear sky occurs then the required action is skip. Query answer: Unit-0000 route=violet ferry; quota=12; permission=mine; window=4; cause=clear sky; action=skip.
In archive delta, Unit-0414 must take route west ridge, has quota 30, uses permission write, opens window 4, and if still air occurs then the required action is overheat. Query answer: Unit-0414 route=west ridge; quota=30; permission=write; window=4; cause=still air; action=overheat.
In archive delta, Unit-0415 must take route violet ferry, has quota 37, uses permission mine, opens window 9, and if clear sky occurs then the required action is skip. Query answer: Unit-0415 route=violet ferry; quota=37; permission=mine; window=9; cause=clear sky; action=skip.
In archive delta, Unit-0416 must take route omega canal, has quota 44, uses permission jam, opens window 14, and if drought occurs then the required action is release. Query answer: Unit-0416 route=omega canal; quota=44; permission=jam; window=14; cause=drought; action=release.
In archive delta, Unit-0417 must take route black spur, has quota 51, uses permission launch, opens window 19, and if frost occurs then the required action is advance. Query answer: Unit-0417 route=black spur; quota=51; permission=launch; window=19; cause=frost; action=advance.
In archive delta, Unit-0418 must take route south loop, has quota 58, uses permission import, opens window 6, and if silence occurs then the required action is depart. Query answer: Unit-0418 route=south loop; quota=58; permission=import; window=6; cause=silence; action=depart.
In archive delta, Unit-0419 must take route west ridge, has quota 65, uses permission write, opens window 11, and if still air occurs then the required action is overheat. Query answer: Unit-0419 route=west ridge; quota=65; permission=write; window=11; cause=still air; action=overheat.
In archive delta, Unit-0420 must take route violet ferry, has quota 72, uses permission mine, opens window 16, and if clear sky occurs then the required action is skip. Query answer: Unit-0420 route=violet ferry; quota=72; permission=mine; window=16; cause=clear sky; action=skip.
In archive delta, Unit-0421 must take route omega canal, has quota 79, uses permission jam, opens window 3, and if drought occurs then the required action is release. Query answer: Unit-0421 route=omega canal; quota=79; permission=jam; window=3; cause=drought; action=release.
In archive delta, Unit-0422 must take route black spur, has quota 86, uses permission launch, opens window 8, and if frost occurs then the required action is advance. Query answer: Unit-0422 route=black spur; quota=86; permission=launch; window=8; cause=frost; action=advance.
In archive delta, Unit-0423 must take route south loop, has quota 13, uses permission import, opens window 13, and if silence occurs then the required action is depart. Query answer: Unit-0423 route=south loop; quota=13; permission=import; window=13; cause=silence; action=depart.
In archive delta, Unit-0424 must take route west ridge, has quota 20, uses permission write, opens window 18, and if still air occurs then the required action is overheat. Query answer: Unit-0424 route=west ridge; quota=20; permission=write; window=18; cause=still air; action=overheat.
In archive delta, Unit-0425 must take route violet ferry, has quota 27, uses permission mine, opens window 5, and if clear sky occurs then the required action is skip. Query answer: Unit-0425 route=violet ferry; quota=27; permission=mine; window=5; cause=clear sky; action=skip.
In archive delta, Unit-0426 must take route omega canal, has quota 34, uses permission jam, opens window 10, and if drought occurs then the required action is release. Query answer: Unit-0426 route=omega canal; quota=34; permission=jam; window=10; cause=drought; action=release.
In archive delta, Unit-0427 must take route black spur, has quota 41, uses permission launch, opens window 15, and if frost occurs then the required action is advance. Query answer: Unit-0427 route=black spur; quota=41; permission=launch; window=15; cause=frost; action=advance.
In archive delta, Unit-0428 must take route south loop, has quota 48, uses permission import, opens window 2, and if silence occurs then the required action is depart. Query answer: Unit-0428 route=south loop; quota=48; permission=import; window=2; cause=silence; action=depart.
In archive delta, Unit-0429 must take route west ridge, has quota 55, uses permission write, opens window 7, and if still air occurs then the required action is overheat. Query answer: Unit-0429 route=west ridge; quota=55; permission=write; window=7; cause=still air; action=overheat.
In archive delta, Unit-0430 must take route violet ferry, has quota 62, uses permission mine, opens window 12, and if clear sky occurs then the required action is skip. Query answer: Unit-0430 route=violet ferry; quota=62; permission=mine; window=12; cause=clear sky; action=skip.
In archive delta, Unit-0431 must take route omega canal, has quota 69, uses permission jam, opens window 17, and if drought occurs then the required action is release. Query answer: Unit-0431 route=omega canal; quota=69; permission=jam; window=17; cause=drought; action=release.
In archive delta, Unit-0432 must take route black spur, has quota 76, uses permission launch, opens window 4, and if frost occurs then the required action is advance. Query answer: Unit-0432 route=black spur; quota=76; permission=launch; window=4; cause=frost; action=advance.
In archive delta, Unit-0433 must take route south loop, has quota 83, uses permission import, opens window 9, and if silence occurs then the required action is depart. Query answer: Unit-0433 route=south loop; quota=83; permission=import; window=9; cause=silence; action=depart.
In archive delta, Unit-0434 must take route west ridge, has quota 10, uses permission write, opens window 14, and if still air occurs then the required action is overheat. Query answer: Unit-0434 route=west ridge; quota=10; permission=write; window=14; cause=still air; action=overheat.
In archive delta, Unit-0435 must take route violet ferry, has quota 17, uses permission mine, opens window 19, and if clear sky occurs then the required action is skip. Query answer: Unit-0435 route=violet ferry; quota=17; permission=mine; window=19; cause=clear sky; action=skip.
In archive delta, Unit-0436 must take route omega canal, has quota 24, uses permission jam, opens window 6, and if drought occurs then the required action is release. Query answer: Unit-0436 route=omega canal; quota=24; permission=jam; window=6; cause=drought; action=release.
In archive delta, Unit-0437 must take route black spur, has quota 31, uses permission launch, opens window 11, and if frost occurs then the required action is advance. Query answer: Unit-0437 route=black spur; quota=31; permission=launch; window=11; cause=frost; action=advance.
In archive delta, Unit-0438 must take route south loop, has quota 38, uses permission import, opens window 16, and if silence occurs then the required action is depart. Query answer: Unit-0438 route=south loop; quota=38; permission=import; window=16; cause=silence; action=depart.
In archive delta, Unit-0439 must take route west ridge, has quota 45, uses permission write, opens window 3, and if still air occurs then the required action is overheat. Query answer: Unit-0439 route=west ridge; quota=45; permission=write; window=3; cause=still air; action=overheat.
In archive delta, Unit-0440 must take route violet ferry, has quota 52, uses permission mine, opens window 8, and if clear sky occurs then the required action is skip. Query answer: Unit-0440 route=violet ferry; quota=52; permission=mine; window=8; cause=clear sky; action=skip.
In archive delta, Unit-0441 must take route omega canal, has quota 59, uses permission jam, opens window 13, and if drought occurs then the required action is release. Query answer: Unit-0441 route=omega canal; quota=59; permission=jam; window=13; cause=drought; action=release.
In archive delta, Unit-0442 must take route black spur, has quota 66, uses permission launch, opens window 18, and if frost occurs then the required action is advance. Query answer: Unit-0442 route=black spur; quota=66; permission=launch; window=18; cause=frost; action=advance.
In archive delta, Unit-0443 must take route south loop, has quota 73, uses permission import, opens window 5, and if silence occurs then the required action is depart. Query answer: Unit-0443 route=south loop; quota=73; permission=import; window=5; cause=silence; action=depart.
In archive delta, Unit-0444 must take route west ridge, has quota 80, uses permission write, opens window 10, and if still air occurs then the required action is overheat. Query answer: Unit-0444 route=west ridge; quota=80; permission=write; window=10; cause=still air; action=overheat.
In archive delta, Unit-0445 must take route violet ferry, has quota 87, uses permission mine, opens window 15, and if clear sky occurs then the required action is skip. Query answer: Unit-0445 route=violet ferry; quota=87; permission=mine; window=15; cause=clear sky; action=skip.
In archive delta, Unit-0446 must take route omega canal, has quota 14, uses permission jam, opens window 2, and if drought occurs then the required action is release. Query answer: Unit-0446 route=omega canal; quota=14; permission=jam; window=2; cause=drought; action=release.
In archive delta, Unit-0447 must take route black spur, has quota 21, uses permission launch, opens window 7, and if frost occurs then the required action is advance. Query answer: Unit-0447 route=black spur; quota=21; permission=launch; window=7; cause=frost; action=advance.
In archive delta, Unit-0448 must take route south loop, has quota 28, uses permission import, opens window 12, and if silence occurs then the required action is depart. Query answer: Unit-0448 route=south loop; quota=28; permission=import; window=12; cause=silence; action=depart.
In archive delta, Unit-0449 must take route west ridge, has quota 35, uses permission write, opens window 17, and if still air occurs then the required action is overheat. Query answer: Unit-0449 route=west ridge; quota=35; permission=write; window=17; cause=still air; action=overheat.
In archive delta, Unit-0450 must take route violet ferry, has quota 42, uses permission mine, opens window 4, and if clear sky occurs then the required action is skip. Query answer: Unit-0450 route=violet ferry; quota=42; permission=mine; window=4; cause=clear sky; action=skip.
In archive delta, Unit-0451 must take route omega canal, has quota 49, uses permission jam, opens window 9, and if drought occurs then the required action is release. Query answer: Unit-0451 route=omega canal; quota=49; permission=jam; window=9; cause=drought; action=release.
In archive delta, Unit-0452 must take route black spur, has quota 56, uses permission launch, opens window 14, and if frost occurs then the required action is advance. Query answer: Unit-0452 route=black spur; quota=56; permission=launch; window=14; cause=frost; action=advance.
In archive delta, Unit-0453 must take route south loop, has quota 63, uses permission import, opens window 19, and if silence occurs then the required action is depart. Query answer: Unit-0453 route=south loop; quota=63; permission=import; window=19; cause=silence; action=depart.
In archive delta, Unit-0454 must take route west ridge, has quota 70, uses permission write, opens window 6, and if still air occurs then the required action is overheat. Query answer: Unit-0454 route=west ridge; quota=70; permission=write; window=6; cause=still air; action=overheat.
In archive delta, Unit-0455 must take route violet ferry, has quota 77, uses permission mine, opens window 11, and if clear sky occurs then the required action is skip. Query answer: Unit-0455 route=violet ferry; quota=77; permission=mine; window=11; cause=clear sky; action=skip.
In archive delta, Unit-0456 must take route omega canal, has quota 84, uses permission jam, opens window 16, and if drought occurs then the required action is release. Query answer: Unit-0456 route=omega canal; quota=84; permission=jam; window=16; cause=drought; action=release.
In archive delta, Unit-0457 must take route black spur, has quota 11, uses permission launch, opens window 3, and if frost occurs then the required action is advance. Query answer: Unit-0457 route=black spur; quota=11; permission=launch; window=3; cause=frost; action=advance.
In archive delta, Unit-0458 must take route south loop, has quota 18, uses permission import, opens window 8, and if silence occurs then the required action is depart. Query answer: Unit-0458 route=south loop; quota=18; permission=import; window=8; cause=silence; action=depart.
In archive delta, Unit-0459 must take route west ridge, has quota 25, uses permission write, opens window 13, and if still air occurs then the required action is overheat. Query answer: Unit-0459 route=west ridge; quota=25; permission=write; window=13; cause=still air; action=overheat.
In archive delta, Unit-0460 must take route violet ferry, has quota 32, uses permission mine, opens window 18, and if clear sky occurs then the required action is skip. Query answer: Unit-0460 route=violet ferry; quota=32; permission=mine; window=18; cause=clear sky; action=skip.
In archive delta, Unit-0461 must take route omega canal, has quota 39, uses permission jam, opens window 5, and if drought occurs then the required action is release. Query answer: Unit-0461 route=omega canal; quota=39; permission=jam; window=5; cause=drought; action=release.
In archive delta, Unit-0462 must take route black spur, has quota 46, uses permission launch, opens window 10, and if frost occurs then the required action is advance. Query answer: Unit-0462 route=black spur; quota=46; permission=launch; window=10; cause=frost; action=advance.
In archive delta, Unit-0463 must take route south loop, has quota 53, uses permission import, opens window 15, and if silence occurs then the required action is depart. Query answer: Unit-0463 route=south loop; quota=53; permission=import; window=15; cause=silence; action=depart.
In archive delta, Unit-0464 must take route west ridge, has quota 60, uses permission write, opens window 2, and if still air occurs then the required action is overheat. Query answer: Unit-0464 route=west ridge; quota=60; permission=write; window=2; cause=still air; action=overheat.
In archive delta, Unit-0465 must take route violet ferry, has quota 67, uses permission mine, opens window 7, and if clear sky occurs then the required action is skip. Query answer: Unit-0465 route=violet ferry; quota=67; permission=mine; window=7; cause=clear sky; action=skip.
In archive delta, Unit-0466 must take route omega canal, has quota 74, uses permission jam, opens window 12, and if drought occurs then the required action is release. Query answer: Unit-0466 route=omega canal; quota=74; permission=jam; window=12; cause=drought; action=release.
In archive delta, Unit-0467 must take route black spur, has quota 81, uses permission launch, opens window 17, and if frost occurs then the required action is advance. Query answer: Unit-0467 route=black spur; quota=81; permission=launch; window=17; cause=frost; action=advance.
In archive delta, Unit-0468 must take route south loop, has quota 88, uses permission import, opens window 4, and if silence occurs then the required action is depart. Query answer: Unit-0468 route=south loop; quota=88; permission=import; window=4; cause=silence; action=depart.
In archive delta, Unit-0469 must take route west ridge, has quota 15, uses permission write, opens window 9, and if still air occurs then the required action is overheat. Query answer: Unit-0469 route=west ridge; quota=15; permission=write; window=9; cause=still air; action=overheat.
In archive delta, Unit-0470 must take route violet ferry, has quota 22, uses permission mine, opens window 14, and if clear sky occurs then the required action is skip. Query answer: Unit-0470 route=violet ferry; quota=22; permission=mine; window=14; cause=clear sky; action=skip.
In archive delta, Unit-0471 must take route omega canal, has quota 29, uses permission jam, opens window 19, and if drought occurs then the required action is release. Query answer: Unit-0471 route=omega canal; quota=29; permission=jam; window=19; cause=drought; action=release.
In archive delta, Unit-0472 must take route black spur, has quota 36, uses permission launch, opens window 6, and if frost occurs then the required action is advance. Query answer: Unit-0472 route=black spur; quota=36; permission=launch; window=6; cause=frost; action=advance.
In archive delta, Unit-0473 must take route south loop, has quota 43, uses permission import, opens window 11, and if silence occurs then the required action is depart. Query answer: Unit-0473 route=south loop; quota=43; permission=import; window=11; cause=silence; action=depart.
In archive delta, Unit-0474 must take route west ridge, has quota 50, uses permission write, opens window 16, and if still air occurs then the required action is overheat. Query answer: Unit-0474 route=west ridge; quota=50; permission=write; window=16; cause=still air; action=overheat.
In archive delta, Unit-0475 must take route violet ferry, has quota 57, uses permission mine, opens window 3, and if clear sky occurs then the required action is skip. Query answer: Unit-0475 route=violet ferry; quota=57; permission=mine; window=3; cause=clear sky; action=skip.
In archive delta, Unit-0476 must take route omega canal, has quota 64, uses permission jam, opens window 8, and if drought occurs then the required action is release. Query answer: Unit-0476 route=omega canal; quota=64; permission=jam; window=8; cause=drought; action=release.
In archive delta, Unit-0477 must take route black spur, has quota 71, uses permission launch, opens window 13, and if frost occurs then the required action is advance. Query answer: Unit-0477 route=black spur; quota=71; permission=launch; window=13; cause=frost; action=advance.
In archive delta, Unit-0478 must take route south loop, has quota 78, uses permission import, opens window 18, and if silence occurs then the required action is depart. Query answer: Unit-0478 route=south loop; quota=78; permission=import; window=18; cause=silence; action=depart.
In archive delta, Unit-0479 must take route west ridge, has quota 85, uses permission write, opens window 5, and if still air occurs then the required action is overheat. Query answer: Unit-0479 route=west ridge; quota=85; permission=write; window=5; cause=still air; action=overheat.
In archive delta, Unit-0480 must take route violet ferry, has quota 12, uses permission mine, opens window 10, and if clear sky occurs then the required action is skip. Query answer: Unit-0480 route=violet ferry; quota=12; permission=mine; window=10; cause=clear sky; action=skip.
In archive delta, Unit-0481 must take route omega canal, has quota 19, uses permission jam, opens window 15, and if drought occurs then the required action is release. Query answer: Unit-0481 route=omega canal; quota=19; permission=jam; window=15; cause=drought; action=release.
In archive delta, Unit-0482 must take route black spur, has quota 26, uses permission launch, opens window 2, and if frost occurs then the required action is advance. Query answer: Unit-0482 route=black spur; quota=26; permission=launch; window=2; cause=frost; action=advance.
In archive delta, Unit-0483 must take route south loop, has quota 33, uses permission import, opens window 7, and if silence occurs then the required action is depart. Query answer: Unit-0483 route=south loop; quota=33; permission=import; window=7; cause=silence; action=depart.
In archive delta, Unit-0484 must take route west ridge, has quota 40, uses permission write, opens window 12, and if still air occurs then the required action is overheat. Query answer: Unit-0484 route=west ridge; quota=40; permission=write; window=12; cause=still air; action=overheat.
In archive delta, Unit-0485 must take route violet ferry, has quota 47, uses permission mine, opens window 17, and if clear sky occurs then the required action is skip. Query answer: Unit-0485 route=violet ferry; quota=47; permission=mine; window=17; cause=clear sky; action=skip.
In archive delta, Unit-0486 must take route omega canal, has quota 54, uses permission jam, opens window 4, and if drought occurs then the required action is release. Query answer: Unit-0486 route=omega canal; quota=54; permission=jam; window=4; cause=drought; action=release.
In archive delta, Unit-0487 must take route black spur, has quota 61, uses permission launch, opens window 9, and if frost occurs then the required action is advance. Query answer: Unit-0487 route=black spur; quota=61; permission=launch; window=9; cause=frost; action=advance.
In archive delta, Unit-0488 must take route south loop, has quota 68, uses permission import, opens window 14, and if silence occurs then the required action is depart. Query answer: Unit-0488 route=south loop; quota=68; permission=import; window=14; cause=silence; action=depart.
In archive delta, Unit-0489 must take route west ridge, has quota 75, uses permission write, opens window 19, and if still air occurs then the required action is overheat. Query answer: Unit-0489 route=west ridge; quota=75; permission=write; window=19; cause=still air; action=overheat.
In archive delta, Unit-0490 must take route violet ferry, has quota 82, uses permission mine, opens window 6, and if clear sky occurs then the required action is skip. Query answer: Unit-0490 route=violet ferry; quota=82; permission=mine; window=6; cause=clear sky; action=skip.
In archive delta, Unit-0491 must take route omega canal, has quota 89, uses permission jam, opens window 11, and if drought occurs then the required action is release. Query answer: Unit-0491 route=omega canal; quota=89; permission=jam; window=11; cause=drought; action=release.
In archive delta, Unit-0492 must take route black spur, has quota 16, uses permission launch, opens window 16, and if frost occurs then the required action is advance. Query answer: Unit-0492 route=black spur; quota=16; permission=launch; window=16; cause=frost; action=advance.
In archive delta, Unit-0493 must take route south loop, has quota 23, uses permission import, opens window 3, and if silence occurs then the required action is depart. Query answer: Unit-0493 route=south loop; quota=23; permission=import; window=3; cause=silence; action=depart.
In archive delta, Unit-0494 must take route west ridge, has quota 30, uses permission write, opens window 8, and if still air occurs then the required action is overheat. Query answer: Unit-0494 route=west ridge; quota=30; permission=write; window=8; cause=still air; action=overheat.
In archive delta, Unit-0495 must take route violet ferry, has quota 37, uses permission mine, opens window 13, and if clear sky occurs then the required action is skip. Query answer: Unit-0495 route=violet ferry; quota=37; permission=mine; window=13; cause=clear sky; action=skip.
In archive delta, Unit-0496 must take route omega canal, has quota 44, uses permission jam, opens window 18, and if drought occurs then the required action is release. Query answer: Unit-0496 route=omega canal; quota=44; permission=jam; window=18; cause=drought; action=release.
In archive delta, Unit-0497 must take route black spur, has quota 51, uses permission launch, opens window 5, and if frost occurs then the required action is advance. Query answer: Unit-0497 route=black spur; quota=51; permission=launch; window=5; cause=frost; action=advance.
In archive delta, Unit-0498 must take route south loop, has quota 58, uses permission import, opens window 10, and if silence occurs then the required action is depart. Query answer: Unit-0498 route=south loop; quota=58; permission=import; window=10; cause=silence; action=depart.
In archive delta, Unit-0499 must take route west ridge, has quota 65, uses permission write, opens window 15, and if still air occurs then the required action is overheat. Query answer: Unit-0499 route=west ridge; quota=65; permission=write; window=15; cause=still air; action=overheat.
In archive delta, Unit-0500 must take route violet ferry, has quota 72, uses permission mine, opens window 2, and if clear sky occurs then the required action is skip. Query answer: Unit-0500 route=violet ferry; quota=72; permission=mine; window=2; cause=clear sky; action=skip.
In archive delta, Unit-0501 must take route omega canal, has quota 79, uses permission jam, opens window 7, and if drought occurs then the required action is release. Query answer: Unit-0501 route=omega canal; quota=79; permission=jam; window=7; cause=drought; action=release.
In archive delta, Unit-0502 must take route black spur, has quota 86, uses permission launch, opens window 12, and if frost occurs then the required action is advance. Query answer: Unit-0502 route=black spur; quota=86; permission=launch; window=12; cause=frost; action=advance.
In archive delta, Unit-0503 must take route south loop, has quota 13, uses permission import, opens window 17, and if silence occurs then the required action is depart. Query answer: Unit-0503 route=south loop; quota=13; permission=import; window=17; cause=silence; action=depart.
In archive delta, Unit-0504 must take route west ridge, has quota 20, uses permission write, opens window 4, and if still air occurs then the required action is overheat. Query answer: Unit-0504 route=west ridge; quota=20; permission=write; window=4; cause=still air; action=overheat.
In archive delta, Unit-0505 must take route violet ferry, has quota 27, uses permission mine, opens window 9, and if clear sky occurs then the required action is skip. Query answer: Unit-0505 route=violet ferry; quota=27; permission=mine; window=9; cause=clear sky; action=skip.
In archive delta, Unit-0506 must take route omega canal, has quota 34, uses permission jam, opens window 14, and if drought occurs then the required action is release. Query answer: Unit-0506 route=omega canal; quota=34; permission=jam; window=14; cause=drought; action=release.
In archive delta, Unit-0507 must take route black spur, has quota 41, uses permission launch, opens window 19, and if frost occurs then the required action is advance. Query answer: Unit-0507 route=black spur; quota=41; permission=launch; window=19; cause=frost; action=advance.
In archive delta, Unit-0508 must take route south loop, has quota 48, uses permission import, opens window 6, and if silence occurs then the required action is depart. Query answer: Unit-0508 route=south loop; quota=48; permission=import; window=6; cause=silence; action=depart.
In archive delta, Unit-0509 must take route west ridge, has quota 55, uses permission write, opens window 11, and if still air occurs then the required action is overheat. Query answer: Unit-0509 route=west ridge; quota=55; permission=write; window=11; cause=still air; action=overheat.
In archive delta, Unit-0510 must take route violet ferry, has quota 62, uses permission mine, opens window 16, and if clear sky occurs then the required action is skip. Query answer: Unit-0510 route=violet ferry; quota=62; permission=mine; window=16; cause=clear sky; action=skip.
In archive delta, Unit-0511 must take route omega canal, has quota 69, uses permission jam, opens window 3, and if drought occurs then the required action is release. Query answer: Unit-0511 route=omega canal; quota=69; permission=jam; window=3; cause=drought; action=release.
